Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
KY,US,03/27/2020,1.0,0.0,0.0
MN,US,03/27/2020,18.0,0.0,0.0
NC,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
WA,US,03/27/2020,2.0,0.0,0.0
WV,US,03/27/2020,1.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,10.0,1.0,0.0
AK,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
HI,US,03/27/2020,14.0,0.0,0.0
TN,US,03/27/2020,7.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
OK,US,03/27/2020,2.0,0.0,0.0
OK,US,03/27/2020,2.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
SD,US,03/27/2020,2.0,0.0,0.0
SC,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,2.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,1.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,2.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,45.0,1.0,0.0
ND,US,03/27/2020,1.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,1.0,0.0,0.0
OK,US,03/27/2020,0.0,0.0,0.0
PA,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
NM,US,03/27/2020,3.0,0.0,0.0
IL,US,03/27/2020,10.0,1.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,33.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
TN,US,03/27/2020,3.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
TN,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,1.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
SD,US,03/27/2020,1.0,0.0,0.0
MT,US,03/27/2020,1.0,0.0,0.0
NC,US,03/27/2020,259.0,0.0,0.0
VA,US,03/27/2020,4.0,0.0,0.0
MI,US,03/27/2020,1.0,1.0,0.0
OH,US,03/27/2020,32.0,0.0,0.0
TX,US,03/27/2020,3.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
TN,US,03/27/2020,1.0,0.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,2.0,0.0,0.0
KY,US,03/27/2020,1.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
WI,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,4.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
NJ,US,03/27/2020,131.0,0.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,2.0,0.0,0.0
PA,US,03/27/2020,4.0,0.0,0.0
WV,US,03/27/2020,2.0,0.0,0.0
GA,US,03/27/2020,3.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
NH,US,03/27/2020,7.0,0.0,0.0
CO,US,03/27/2020,6.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,32.0,4.0,0.0
FL,US,03/27/2020,763.0,1.0,0.0
CT,US,03/27/2020,25.0,1.0,0.0
MA,US,03/27/2020,685.0,5.0,0.0
NJ,US,03/27/2020,640.0,0.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,8.0,0.0,0.0
TX,US,03/27/2020,7.0,1.0,0.0
PA,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,2.0,0.0,0.0
UT,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,2.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
WI,US,03/27/2020,411.0,8.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
CO,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
NV,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
ID,US,03/27/2020,0.0,0.0,0.0
SD,US,03/27/2020,18.0,0.0,0.0
MI,US,03/27/2020,1.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,8.0,0.0,0.0
GA,US,03/27/2020,14.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,2.0,0.0,0.0
NC,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
AL,US,03/27/2020,23.0,1.0,0.0
CA,US,03/27/2020,0.0,0.0,0.0
CO,US,03/27/2020,0.0,0.0,0.0
AZ,US,03/27/2020,4.0,0.0,0.0
MO,US,03/27/2020,2.0,0.0,0.0
NJ,US,03/27/2020,634.0,3.0,0.0
CA,US,03/27/2020,6.0,0.0,0.0
IA,US,03/27/2020,2.0,0.0,0.0
WV,US,03/27/2020,24.0,0.0,0.0
AL,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
FL,US,03/27/2020,16.0,0.0,0.0
GA,US,03/27/2020,3.0,0.0,0.0
IL,US,03/27/2020,3.0,0.0,0.0
IN,US,03/27/2020,8.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,28.0,0.0,0.0
MS,US,03/27/2020,3.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
NY,US,03/27/2020,166.0,4.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
PA,US,03/27/2020,98.0,2.0,0.0
TN,US,03/27/2020,2.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
WI,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
MI,US,03/27/2020,3.0,0.0,0.0
CA,US,03/27/2020,24.0,1.0,0.0
CO,US,03/27/2020,0.0,0.0,0.0
AL,US,03/27/2020,18.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,3.0,0.0,0.0
IA,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,2.0,0.0,0.0
MD,US,03/27/2020,208.0,1.0,0.0
MS,US,03/27/2020,4.0,0.0,0.0
MO,US,03/27/2020,3.0,0.0,0.0
NY,US,03/27/2020,5.0,0.0,0.0
NC,US,03/27/2020,3.0,0.0,0.0
OH,US,03/27/2020,19.0,0.0,0.0
PA,US,03/27/2020,374.0,3.0,0.0
TN,US,03/27/2020,9.0,0.0,0.0
TX,US,03/27/2020,47.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
PA,US,03/27/2020,4.0,0.0,0.0
CO,US,03/27/2020,4.0,0.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,3.0,0.0,0.0
TN,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
NM,US,03/27/2020,0.0,0.0,0.0
LA,US,03/27/2020,2.0,0.0,0.0
AL,US,03/27/2020,9.0,0.0,0.0
CO,US,03/27/2020,3.0,0.0,0.0
GA,US,03/27/2020,1.0,0.0,0.0
IL,US,03/27/2020,1.0,0.0,0.0
IN,US,03/27/2020,10.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
TN,US,03/27/2020,0.0,0.0,0.0
UT,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,2.0,0.0,0.0
NJ,US,03/27/2020,391.0,1.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
OR,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,11.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,10.0,0.0,0.0
KY,US,03/27/2020,2.0,0.0,0.0
OR,US,03/27/2020,67.0,2.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,0.0,0.0,0.0
IA,US,03/27/2020,7.0,0.0,0.0
GA,US,03/27/2020,8.0,0.0,0.0
MI,US,03/27/2020,6.0,2.0,0.0
OH,US,03/27/2020,2.0,0.0,0.0
OK,US,03/27/2020,5.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
MA,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,6.0,0.0,0.0
NC,US,03/27/2020,4.0,0.0,0.0
FL,US,03/27/2020,6.0,0.0,0.0
NY,US,03/27/2020,4657.0,19.0,0.0
LA,US,03/27/2020,2.0,0.0,0.0
WY,US,03/27/2020,8.0,0.0,0.0
AZ,US,03/27/2020,49.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
KY,US,03/27/2020,1.0,0.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,1.0,0.0,0.0
MS,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,8.0,0.0,0.0
DE,US,03/27/2020,105.0,0.0,0.0
NC,US,03/27/2020,15.0,0.0,0.0
CT,US,03/27/2020,222.0,6.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
CT,US,03/27/2020,15.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
NY,US,03/27/2020,25573.0,366.0,0.0
MI,US,03/27/2020,1.0,0.0,0.0
SC,US,03/27/2020,1.0,0.0,0.0
RI,US,03/27/2020,12.0,0.0,0.0
VA,US,03/27/2020,12.0,1.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,15.0,0.0,0.0
IN,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,1.0,0.0,0.0
MO,US,03/27/2020,3.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
ID,US,03/27/2020,4.0,0.0,0.0
NY,US,03/27/2020,23.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,3.0,0.0,0.0
WY,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,1.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,3.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
AK,US,03/27/2020,0.0,0.0,0.0
MA,US,03/27/2020,393.0,6.0,0.0
VA,US,03/27/2020,8.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
AK,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,3.0,0.0,0.0
PA,US,03/27/2020,79.0,3.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
PA,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,2.0,0.0,0.0
AK,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
OK,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,1.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,18.0,0.0,0.0
NV,US,03/27/2020,1.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,824.0,26.0,0.0
TN,US,03/27/2020,0.0,0.0,0.0
NJ,US,03/27/2020,484.0,1.0,0.0
MI,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,10.0,0.0,0.0
SC,US,03/27/2020,3.0,0.0,0.0
WI,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,1.0,0.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,1.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,1.0,0.0,0.0
FL,US,03/27/2020,23.0,0.0,0.0
WA,US,03/27/2020,1.0,0.0,0.0
FL,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,94.0,2.0,0.0
OK,US,03/27/2020,2.0,0.0,0.0
MS,US,03/27/2020,12.0,0.0,0.0
KY,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,2.0,1.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,34.0,0.0,0.0
ID,US,03/27/2020,0.0,0.0,0.0
NY,US,03/27/2020,13.0,0.0,0.0
WI,US,03/27/2020,0.0,0.0,0.0
NY,US,03/27/2020,123.0,1.0,0.0
NC,US,03/27/2020,4.0,0.0,0.0
NY,US,03/27/2020,14.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,321.0,3.0,0.0
FL,US,03/27/2020,156.0,4.0,0.0
IN,US,03/27/2020,1.0,0.0,0.0
NY,US,03/27/2020,910.0,1.0,0.0
NC,US,03/27/2020,24.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
VT,US,03/27/2020,3.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
SC,US,03/27/2020,12.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
LA,US,03/27/2020,1170.0,57.0,0.0
NY,US,03/27/2020,3.0,0.0,0.0
VT,US,03/27/2020,4.0,0.0,0.0
KS,US,03/27/2020,1.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,5.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
FL,US,03/27/2020,53.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
NY,US,03/27/2020,4.0,0.0,0.0
CO,US,03/27/2020,1.0,0.0,0.0
NM,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,7.0,0.0,0.0
NY,US,03/27/2020,5.0,0.0,0.0
KS,US,03/27/2020,1.0,0.0,0.0
MI,US,03/27/2020,21.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,1.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
LA,US,03/27/2020,25.0,1.0,0.0
CO,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,8.0,0.0,0.0
TN,US,03/27/2020,141.0,0.0,0.0
UT,US,03/27/2020,14.0,0.0,0.0
WI,US,03/27/2020,4.0,0.0,0.0
TN,US,03/27/2020,1.0,0.0,0.0
IN,US,03/27/2020,5.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
ID,US,03/27/2020,0.0,0.0,0.0
ME,US,03/27/2020,8.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
WI,US,03/27/2020,30.0,3.0,0.0
WA,US,03/27/2020,0.0,0.0,0.0
IA,US,03/27/2020,2.0,0.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
FL,US,03/27/2020,194.0,3.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,4.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
CO,US,03/27/2020,1.0,0.0,0.0
MT,US,03/27/2020,1.0,0.0,0.0
WY,US,03/27/2020,1.0,0.0,0.0
IN,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,2.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
FL,US,03/27/2020,23.0,1.0,0.0
NC,US,03/27/2020,1.0,0.0,0.0
NJ,US,03/27/2020,484.0,7.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,12.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,14.0,1.0,0.0
ID,US,03/27/2020,4.0,0.0,0.0
OK,US,03/27/2020,7.0,0.0,0.0
GA,US,03/27/2020,6.0,0.0,0.0
MS,US,03/27/2020,18.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,1.0,0.0,0.0
WA,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
SD,US,03/27/2020,3.0,1.0,0.0
ME,US,03/27/2020,6.0,0.0,0.0
IL,US,03/27/2020,6.0,0.0,0.0
WI,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,0.0,0.0,0.0
AL,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,2.0,0.0,0.0
MO,US,03/27/2020,6.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
PA,US,03/27/2020,0.0,0.0,0.0
TN,US,03/27/2020,2.0,0.0,0.0
NV,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,1.0,0.0,0.0
AK,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,1.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
PA,US,03/27/2020,637.0,2.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
CO,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,2.0,0.0,0.0
AL,US,03/27/2020,1.0,0.0,0.0
GA,US,03/27/2020,4.0,0.0,0.0
SC,US,03/27/2020,7.0,0.0,0.0
TN,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,1.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
ND,US,03/27/2020,2.0,0.0,0.0
WA,US,03/27/2020,231.0,5.0,0.0
WI,US,03/27/2020,4.0,0.0,0.0
AL,US,03/27/2020,2.0,0.0,0.0
AR,US,03/27/2020,1.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,12.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
PA,US,03/27/2020,23.0,0.0,0.0
AZ,US,03/27/2020,102.0,4.0,0.0
AZ,US,03/27/2020,36.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
FL,US,03/27/2020,77.0,1.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
ME,US,03/27/2020,0.0,0.0,0.0
CO,US,03/27/2020,23.0,0.0,0.0
NC,US,03/27/2020,8.0,0.0,0.0
OK,US,03/27/2020,2.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
UT,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,30.0,1.0,0.0
LA,US,03/27/2020,16.0,2.0,0.0
MO,US,03/27/2020,5.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
WY,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
CA,US,03/27/2020,0.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
MA,US,03/27/2020,187.0,0.0,0.0
IA,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,3.0,0.0,0.0
LA,US,03/27/2020,1.0,0.0,0.0
AR,US,03/27/2020,1.0,0.0,0.0
FL,US,03/27/2020,26.0,0.0,0.0
GA,US,03/27/2020,10.0,0.0,0.0
IA,US,03/27/2020,28.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
NC,US,03/27/2020,1.0,0.0,0.0
OR,US,03/27/2020,10.0,0.0,0.0
TN,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
WI,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,4.0,0.0,0.0
OK,US,03/27/2020,2.0,0.0,0.0
AR,US,03/27/2020,1.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
OH,US,03/27/2020,13.0,0.0,0.0
WI,US,03/27/2020,1.0,0.0,0.0
IN,US,03/27/2020,6.0,0.0,0.0
VA,US,03/27/2020,3.0,0.0,0.0
IN,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,1.0,0.0,0.0
OK,US,03/27/2020,2.0,0.0,0.0
IA,US,03/27/2020,3.0,0.0,0.0
PA,US,03/27/2020,1.0,0.0,0.0
SD,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,3.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
ID,US,03/27/2020,0.0,0.0,0.0
IA,US,03/27/2020,4.0,1.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
AR,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,0.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
MI,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,1.0,0.0,0.0
WI,US,03/27/2020,0.0,0.0,0.0
VA,US,03/27/2020,2.0,0.0,0.0
VA,US,03/27/2020,2.0,0.0,0.0
MD,US,03/27/2020,148.0,2.0,0.0
VA,US,03/27/2020,44.0,0.0,0.0
AK,US,03/27/2020,0.0,0.0,0.0
RI,US,03/27/2020,91.0,0.0,0.0
CO,US,03/27/2020,0.0,0.0,0.0
CO,US,03/27/2020,3.0,0.0,0.0
AR,US,03/27/2020,88.0,0.0,0.0
GA,US,03/27/2020,1.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,0.0,0.0,0.0
KY,US,03/27/2020,3.0,0.0,0.0
MO,US,03/27/2020,4.0,0.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
OK,US,03/27/2020,0.0,0.0,0.0
FL,US,03/27/2020,12.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,2.0,1.0,0.0
MO,US,03/27/2020,0.0,0.0,0.0
NY,US,03/27/2020,111.0,0.0,0.0
OH,US,03/27/2020,0.0,0.0,0.0
TN,US,03/27/2020,13.0,0.0,0.0
WV,US,03/27/2020,2.0,0.0,0.0
NM,US,03/27/2020,0.0,0.0,0.0
MD,US,03/27/2020,2.0,0.0,0.0
NY,US,03/27/2020,0.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,3.0,0.0,0.0
GA,US,03/27/2020,0.0,0.0,0.0
WI,US,03/27/2020,9.0,0.0,0.0
VA,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
WV,US,03/27/2020,2.0,0.0,0.0
MO,US,03/27/2020,1.0,0.0,0.0
MN,US,03/27/2020,34.0,2.0,0.0
ND,US,03/27/2020,3.0,0.0,0.0
TX,US,03/27/2020,3.0,0.0,0.0
AL,US,03/27/2020,1.0,0.0,0.0
AR,US,03/27/2020,1.0,0.0,0.0
GA,US,03/27/2020,3.0,0.0,0.0
IL,US,03/27/2020,0.0,0.0,0.0
IN,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,1.0,0.0,0.0
NC,US,03/27/2020,8.0,0.0,0.0
WV,US,03/27/2020,0.0,0.0,0.0
MS,US,03/27/2020,29.0,1.0,0.0
ND,US,03/27/2020,0.0,0.0,0.0
LA,US,03/27/2020,26.0,1.0,0.0
VA,US,03/27/2020,0.0,0.0,0.0
MT,US,03/27/2020,1.0,0.0,0.0
KS,US,03/27/2020,0.0,0.0,0.0
MO,US,03/27/2020,1.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
LA,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,0.0,0.0,0.0
NE,US,03/27/2020,0.0,0.0,0.0
MN,US,03/27/2020,0.0,0.0,0.0
TX,US,03/27/2020,1.0,0.0,0.0
